Test ID:,Ver:,fs:,Room:,Room Config:,Channel:,Freq band:,Centre freq:,DRR:,DRR Mean (Ch):,T60:,T60 Mean (Ch):,FB DRR :,FB DRR Mean (Ch):,FB T60:,FB T60 Mean (Ch):,Filename
71,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,11,0.000000,0.000000,0.000000,0.319500,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
72,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
73,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
74,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,14,0.000000,0.000000,0.000000,0.394500,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
75,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
76,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
77,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,17,0.000000,0.000000,0.000000,0.380500,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
78,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
79,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
80,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,20,0.000000,0.000000,0.000000,0.336500,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
81,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
82,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
83,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,23,0.000000,0.000000,0.000000,0.313500,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
84,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
85,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
86,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,26,0.000000,0.000000,0.000000,0.273000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
87,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
88,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
89,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,29,0.000000,0.000000,0.000000,0.156500,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
90,1,16000,s1r4_4,arthur-sykes-rymer-auditorium-university-york,1,30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r4_4_<talker>_<utter>_<noise>_<SNR>dB.wav
91,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
92,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,2,0.000000,0.000000,0.000000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
93,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
94,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
95,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,5,0.000000,0.000000,0.000000,0.430000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
96,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
97,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
98,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,8,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
99,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
100,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
101,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,11,0.000000,0.000000,0.000000,0.350000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
102,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
103,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
104,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,14,0.000000,0.000000,0.000000,0.390000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
105,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
106,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
107,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,17,0.000000,0.000000,0.000000,0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
108,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
109,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
110,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,20,0.000000,0.000000,0.000000,0.340000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
111,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
112,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
113,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,23,0.000000,0.000000,0.000000,0.340000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
114,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
115,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
116,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,26,0.000000,0.000000,0.000000,0.320000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
117,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
118,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
119,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,29,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
120,1,16000,s1r2_0_1_2,arthur-sykes-rymer-auditorium-university-york,1,30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s1r2_0_1_2_<talker>_<utter>_<noise>_<SNR>dB.wav
121,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
122,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,2,0.000000,0.000000,0.000000,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
123,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
124,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
125,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,5,0.000000,0.000000,0.000000,0.820000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
126,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
127,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
128,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,8,0.000000,0.000000,0.000000,0.610000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
129,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
130,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
131,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,11,0.000000,0.000000,0.000000,0.360000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
132,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
133,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
134,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,14,0.000000,0.000000,0.000000,0.390000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
135,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
136,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
137,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,17,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
138,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
139,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
140,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,20,0.000000,0.000000,0.000000,0.370000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
141,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
142,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
143,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,23,0.000000,0.000000,0.000000,0.330000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
144,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
145,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
146,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,26,0.000000,0.000000,0.000000,0.280000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
147,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
148,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
149,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,29,0.000000,0.000000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
150,1,16000,s2r6_2,arthur-sykes-rymer-auditorium-university-york,1,30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r6_2_<talker>_<utter>_<noise>_<SNR>dB.wav
151,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
152,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,2,0.000000,0.000000,0.000000,1.022000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
153,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
154,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
155,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,5,0.000000,0.000000,0.000000,0.734000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
156,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
157,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
158,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,8,0.000000,0.000000,0.000000,0.462500,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
159,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
160,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
161,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,11,0.000000,0.000000,0.000000,0.373500,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
162,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
163,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
164,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,14,0.000000,0.000000,0.000000,0.417500,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
165,1,16000,s2r7_2,arthur-sykes-rymer-auditorium-university-york,1,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Unknown_arthur-sykes-rymer-auditorium-university-york_s2r7_2_<talker>_<utter>_<noise>_<SNR>dB.wav
